Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
22098535,Angaaray,Snehal Shingavi,"Shingavi, Snehal",,,,0,3.67,Penguin,Kindle Edition,208,2014,1932,,08/10/2016,to-read,to-read (#1070),to-read,,,,,,,0,,,,,
15743828,What Young India Wants,Chetan Bhagat,"Bhagat, Chetan",,8129120216,9788129120212,0,3.29,Rupa Publications ,Paperback,181,2012,2012,,29/09/2016,to-read,to-read (#1069),to-read,,,,,,,0,,,,,
22874559,Half Girlfriend,Chetan Bhagat,"Bhagat, Chetan",,8129135728,9788129135728,0,3.11,Rupa Publications India,Paperback,260,2014,2014,,29/09/2016,to-read,to-read (#1068),to-read,,,,,,,0,,,,,
105578,One Night at the Call Center,Chetan Bhagat,"Bhagat, Chetan",,0345498321,9780345498328,0,2.46,Ballantine Books,Paperback,320,2007,2005,,29/09/2016,to-read,to-read (#1067),to-read,,,,,,,0,,,,,
12615008,"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,"Bhagat, Chetan",,8129118807,9788129118806,0,3.07,Rupa Publications,Paperback,296,2011,2011,,29/09/2016,to-read,to-read (#1066),to-read,,,,,,,0,,,,,
13528420,"We Are Anonymous: Inside the Hacker World of LulzSec, Anonymous, and the Global Cyber Insurgency",Parmy Olson,"Olson, Parmy",,0316213543,9780316213547,0,3.93,"Little, Brown and Company",Hardcover,512,2012,2012,,23/09/2016,to-read,to-read (#1065),to-read,,,,,,,0,,,,,
6260997,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Nicholas D. Kristof,"Kristof, Nicholas D.",Sheryl WuDunn,0307267148,9780307267146,0,4.32,Knopf,Hardcover,294,2009,2008,,22/09/2016,to-read,to-read (#1064),to-read,,,,,,,0,,,,,
20620665,"Lawrence in Arabia: War, Deceit, Imperial Folly and the Making of the Modern Middle East",Scott Anderson,"Anderson, Scott",,,,0,4.11,Atlantic Books,Kindle Edition,592,2014,2013,,22/09/2016,to-read,to-read (#1063),to-read,,,,,,,0,,,,,
108628,Passionate Nomad: The Life of Freya Stark,Jane Fletcher Geniesse,"Geniesse, Jane Fletcher",,0375757465,9780375757464,0,3.98,Modern Library,Paperback,448,2001,1999,,22/09/2016,to-read,to-read (#1062),to-read,,,,,,,0,,,,,
16172,"Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia",Janet Wallach,"Wallach, Janet",,1400096197,9781400096190,0,3.89,Anchor,Paperback,464,2005,1996,,22/09/2016,to-read,to-read (#1061),to-read,,,,,,,0,,,,,
164972,"Gertrude Bell: Queen of the Desert, Shaper of Nations",Georgina Howell,"Howell, Georgina",,0374161623,9780374161620,0,3.93,"Farrar, Straus and Giroux",Hardcover,481,2007,1988,,22/09/2016,to-read,to-read (#1060),to-read,,,,,,,0,,,,,
31448865,Perilous Interventions: The Security Council and the Politics of Chaos,Hardeep Singh Puri,"Puri, Hardeep Singh",,9351777596,9789351777595,0,5,HarperCollins,Hardcover,280,2016,,,10/09/2016,"to-read, to-buy","to-read (#1059), to-buy (#10)",to-read,,,,,,,0,,,,,
25938426,Children of Earth and Sky,Guy Gavriel Kay,"Kay, Guy Gavriel",,067006839X,9780670068395,0,4.21,Viking,Hardcover,571,2016,2016,,09/09/2016,to-read,to-read (#1058),to-read,,,,,,,0,,,,,
28098889,India Conquered: Britain's Raj and the Passions of Empire,Jon Wilson,"Wilson, Jon",,1471101258,9781471101250,0,4,Simon & Schuster ,Hardcover,432,2016,2016,,09/09/2016,to-read,to-read (#1057),to-read,,,,,,,0,,,,,
10116415,The Case for Sanctions Against Israel,Audrea Lim,"Lim, Audrea",Nada Elia,1844674509,9781844674503,0,3.78,Verso,Paperback,244,2012,2011,,09/09/2016,to-read,to-read (#1056),to-read,,,,,,,0,,,,,
290882,The Upanishads,Anonymous,"Anonymous, Anonymous",Juan Mascaró,0140441638,9780140441635,0,4.19,Penguin Classics,Paperback,144,2005,-500,,09/09/2016,to-read,to-read (#1055),to-read,,,,,,,0,,,,,
15756654,Spies Against Armageddon,Dan Raviv,"Raviv, Dan",Yossi Melman,,,0,4.09,Levant Books,Kindle Edition,455,2012,2012,,09/09/2016,to-read,to-read (#1054),to-read,,,,,,,0,,,,,
24209328,Creating a New Medina,Venkat Dhulipala,"Dhulipala, Venkat",,1316258408,9781316258408,0,3.8,Cambridge University Press,ebook,544,2014,2014,,05/09/2016,to-read,to-read (#1053),to-read,,,,,,,0,,,,,
25238350,"The Hunt for Vulcan: . . . And How Albert Einstein Destroyed a Planet, Discovered Relativity, and Deciphered the Universe",Thomas Levenson,"Levenson, Thomas",,0812998987,9780812998986,0,3.98,Random House,Hardcover,229,2015,2015,,28/08/2016,to-read,to-read (#1052),to-read,,,,,,,0,,,,,
103867,"Descartes' Error: Emotion, Reason and the Human Brain",António R. Damásio,"Damásio, António R.",,014303622X,9780143036227,0,3.96,Penguin Books,Paperback,336,2005,1994,,26/08/2016,to-read,to-read (#1051),to-read,,,,,,,0,,,,,
17620385,"A Suitable Girl (A Suitable Boy, #2)",Vikram Seth,"Seth, Vikram",,,,0,4.46,Orion,,,2017,2017,,25/08/2016,to-read,to-read (#1050),to-read,,,,,,,0,,,,,
50365,"A Suitable Boy (A Suitable Boy, #1)",Vikram Seth,"Seth, Vikram",,0060786523,9780060786526,0,4.09,Harper Perennial Modern Classics,Paperback,1474,2005,1993,,25/08/2016,to-read,to-read (#1049),to-read,,,,,,,0,,,,,
30315501,In Search of Shiva: <br/>A Study of Folk Religious Practices in Pakistan,Haroon Khalid,"Khalid, Haroon",,8129137437,9788129137432,0,3.94,Rupa Publications India,Paperback,256,2015,,,24/08/2016,to-read,to-read (#1048),to-read,,,,,,,0,,,,,
18413289,A White Trail: A Journey Into the Heart of Pakistan's Religious Minorities,Haroon Khalid,"Khalid, Haroon",,9383260238,9789383260232,0,3.72,Westland,Paperback,250,2013,2013,,24/08/2016,to-read,to-read (#1047),to-read,,,,,,,0,,,,,
28427234,In Search of Shiva: A Study of Folk Religious Practices in Pakistan,Haroon Khalid,"Khalid, Haroon",,,,0,3.94,Rupa Publications India,Kindle Edition,258,2015,,,24/08/2016,to-read,to-read (#1046),to-read,,,,,,,0,,,,,
119479,Pakistan: Between Mosque and Military,Husain Haqqani,"Haqqani, Husain",,0870032143,9780870032141,0,3.78,Carnegie Endowment for Int'l Peace,Paperback,397,2005,2005,,23/08/2016,to-read,to-read (#1045),to-read,,,,,,,0,,,,,
11027774,Pakistan: A Hard Country,Anatol Lieven,"Lieven, Anatol",,1610390210,9781610390217,0,4,PublicAffairs,Hardcover,592,2011,2011,,23/08/2016,to-read,to-read (#1044),to-read,,,,,,,0,,,,,
2285876,"Once a Prince of Sarila: Of Palaces and Tiger Hunts, Of Nehrus and Mountbattens",Narendra Singh Sarila,"Sarila, Narendra Singh",,1845117077,9781845117078,0,3,I. B. Tauris,Hardcover,304,2008,2008,,23/08/2016,to-read,to-read (#1043),to-read,,,,,,,0,,,,,
22715996,The Longest August: The Unflinching Rivalry Between India and Pakistan,Dilip Hiro,"Hiro, Dilip",,1568587341,9781568587349,0,3.5,Nation Books,Hardcover,528,2015,2015,,23/08/2016,to-read,to-read (#1042),to-read,,,,,,,0,,,,,
113541,The Shadow of the Great Game: The Untold Story of India's Partition,Narendra Singh Sarila,"Sarila, Narendra Singh",,0786719125,9780786719129,0,4.04,Basic Books,Hardcover,320,2006,2006,,23/08/2016,to-read,to-read (#1041),to-read,,,,,,,0,,,,,
6371509,"Indian Renaissance, The: India's Rise After a Thousand Years of Decline",Sanjeev Sanyal,"Sanyal, Sanjeev",,9812818774,9789812818775,0,3.73,World Scientific Publishing Company,Hardcover,264,2008,2008,,22/08/2016,to-read,to-read (#1040),to-read,,,,,,,0,,,,,
25118502,The Incredible History of India's Geography,Sanjeev Sanyal,"Sanyal, Sanjeev",,0143333666,9780143333661,0,4.15,Penguin/Puffin,Paperback,264,2015,2015,,22/08/2016,to-read,to-read (#1039),to-read,,,,,,,0,,,,,
16115622,Land of the Seven Rivers: A Brief History of India's Geography,Sanjeev Sanyal,"Sanyal, Sanjeev",,0670086398,9780670086399,0,3.88,Penguin Global,Hardcover,352,2012,2012,,22/08/2016,to-read,to-read (#1038),to-read,,,,,,,0,,,,,
31020419,The Ocean of Churn: How the Indian Ocean Shaped Human History,Sanjeev Sanyal,"Sanyal, Sanjeev",,0670087327,9780670087327,0,4.09,Penguin Random House India,Hardcover,323,2016,,,22/08/2016,to-read,to-read (#1037),to-read,,,,,,,0,,,,,
30283581,攻殻機動隊ARISE ～眠らない眼の男 Sleepless Eye～ 6,Junichi Fujisaku,"Fujisaku, Junichi",Takumi Ooyama,4063773604,9784063773606,0,3,講談社 / Kōdansha,Paperback,256,2015,,,22/08/2016,to-read,to-read (#1036),to-read,,,,,,,0,,,,,
25222243,攻殻機動隊ARISE ～眠らない眼の男 Sleepless Eye～ 4,Junichi Fujisaku,"Fujisaku, Junichi",Takumi Ooyama,4063771172,9784063771176,0,4,講談社 / Kōdansha,Paperback,240,2015,2015,,22/08/2016,to-read,to-read (#1035),to-read,,,,,,,0,,,,,
25799932,攻殻機動隊ARISE ～眠らない眼の男 Sleepless Eye～ 5,Junichi Fujisaku,"Fujisaku, Junichi",Takumi Ooyama,4063772209,9784063772203,0,4,講談社 / Kōdansha,Paperback,256,2015,2015,,22/08/2016,to-read,to-read (#1034),to-read,,,,,,,0,,,,,
23519976,攻殻機動隊ARISE ～眠らない眼の男 Sleepless Eye～ 3,Junichi Fujisaku,"Fujisaku, Junichi",Takumi Ooyama,4063769968,9784063769968,0,3.33,講談社 / Kōdansha,Paperback,240,2014,2014,,22/08/2016,to-read,to-read (#1033),to-read,,,,,,,0,,,,,
20403916,攻殻機動隊ARISE ～眠らない眼の男 Sleepless Eye～ 2,Junichi Fujisaku,"Fujisaku, Junichi",Takumi Ooyama,4063769070,9784063769074,0,4,講談社 / Kōdansha,Paperback,240,2013,2013,,22/08/2016,to-read,to-read (#1032),to-read,,,,,,,0,,,,,
18248651,攻殻機動隊ARISE ～眠らない眼の男 Sleepless Eye～ 1,Junichi Fujisaku,"Fujisaku, Junichi",Takumi Ooyama,4063823148,9784063823141,0,3.71,講談社 / Kōdansha,Paperback,240,2013,2013,,22/08/2016,to-read,to-read (#1031),to-read,,,,,,,0,,,,,
35871,"Ghost in the Shell: Stand Alone Complex, Volume 3: White Maze",Junichi Fujisaku,"Fujisaku, Junichi",,1595820744,9781595820747,0,3.92,Dark Horse,Paperback,220,2007,2006,,22/08/2016,to-read,to-read (#1030),to-read,,,,,,,0,,,,,
35874,"Ghost in the Shell: Stand Alone Complex, Volume 2: Revenge of the Cold Machines",Junichi Fujisaku,"Fujisaku, Junichi",,1595820736,9781595820730,0,3.92,Dark Horse,Paperback,276,2006,2006,,22/08/2016,to-read,to-read (#1029),to-read,,,,,,,0,,,,,
35872,"Ghost in the Shell: Stand Alone Complex, Volume 1: The Lost Memory",Junichi Fujisaku,"Fujisaku, Junichi","Kazuto Nakazawa, Camellia Nieh",1595820728,9781595820723,0,3.94,DH Press,Paperback,212,2006,2006,,22/08/2016,to-read,to-read (#1028),to-read,,,,,,,0,,,,,
2058,Ghost In the Shell 2: Innocence (Novel-Hard Cover): After the Long Goodbye,Masaki Yamada,"Yamada, Masaki","Yuji Oniki, Carl Gustav Horn",1421501562,9781421501567,0,4,VIZ Media LLC,Hardcover,264,2005,2005,,22/08/2016,to-read,to-read (#1027),to-read,,,,,,,0,,,,,
439275,"Princess in the Spotlight (The Princess Diaries, #2)",Meg Cabot,"Cabot, Meg",,0064472795,9780064472791,0,3.67,HarperTrophy,Paperback,257,2002,2001,,22/08/2016,to-read,to-read (#1026),to-read,,,,,,,0,,,,,
93728,"Princess in Love (The Princess Diaries, #3)",Meg Cabot,"Cabot, Meg",,0064472809,9780064472807,0,3.75,HarperTrophy,Paperback,260,2003,2001,,22/08/2016,to-read,to-read (#1025),to-read,,,,,,,0,,,,,
48838,IBM and the Holocaust,Edwin Black,"Black, Edwin",,0751531995,9780751531992,0,3.92,,,592,,2001,,21/08/2016,to-read,to-read (#1024),to-read,,,,,,,0,,,,,
450779,The Hound of Death,Agatha Christie,"Christie, Agatha",,0007154879,9780007154876,0,3.5,HarperCollins,Paperback,344,2008,1933,,21/08/2016,to-read,to-read (#1023),to-read,,,,,,,0,,,,,
909870,The Witness for the Prosecution and Other Stories,Agatha Christie,"Christie, Agatha",,0312979738,9780312979737,0,3.96,St. Martin's Paperbacks,Mass Market Paperback,288,2001,1948,,21/08/2016,to-read,to-read (#1022),to-read,,,,,,,0,,,,,
948072,The Unexpected Guest,Agatha Christie,"Christie, Agatha",Charles Osborne,0312975120,9780312975128,0,4.01,St. Martin's Paperbacks,Paperback,287,2000,1999,,21/08/2016,to-read,to-read (#1021),to-read,,,,,,,0,,,,,
16320,Witness for the Prosecution and Selected Plays,Agatha Christie,"Christie, Agatha",,000649045X,9780006490456,0,4.04,HarperCollins Publishers Ltd,Paperback,352,1995,1948,,21/08/2016,to-read,to-read (#1020),to-read,,,,,,,0,,,,,
16301,An Autobiography,Agatha Christie,"Christie, Agatha",Robert Herrick,0006353282,9780006353287,0,4.25,HarperCollins,Paperback,560,2001,1977,,21/08/2016,to-read,to-read (#1019),to-read,,,,,,,0,,,,,
310224,Passenger to Frankfurt,Agatha Christie,"Christie, Agatha",,0007154925,9780007154920,0,3.04,Harper,Paperback,363,2003,1970,,21/08/2016,to-read,to-read (#1018),to-read,,,,,,,0,,,,,
121655,The Mousetrap and Other Plays,Agatha Christie,"Christie, Agatha",,0451201183,9780451201188,0,4,NAL Trade,Paperback,752,2000,1978,,21/08/2016,to-read,to-read (#1017),to-read,,,,,,,0,,,,,
612478,The Golden Ball and Other Stories,Agatha Christie,"Christie, Agatha",,0312981694,9780312981693,0,4.07,Minotaur Books,Paperback,288,2002,1971,,21/08/2016,to-read,to-read (#1016),to-read,,,,,,,0,,,,,
102311,"Postern of Fate (Tommy and Tuppence, #5)",Agatha Christie,"Christie, Agatha",,0007111487,9780007111480,0,3.26,HarperCollins,Kindle Edition,256,2001,1973,,21/08/2016,to-read,to-read (#1015),to-read,,,,,,,0,,,,,
310226,Destination Unknown,Agatha Christie,"Christie, Agatha",,0007154909,9780007154906,0,3.63,HarperCollins Publishers,Paperback,248,2003,1954,,21/08/2016,to-read,to-read (#1014),to-read,,,,,,,0,,,,,
16346,Spider's Web,Agatha Christie,"Christie, Agatha",Charles Osborne,0002261987,9780002261982,0,3.85,HarperCollins Publishers Ltd,Hardcover,241,2000,2000,,21/08/2016,to-read,to-read (#1013),to-read,,,,,,,0,,,,,
909932,Ordeal by Innocence,Agatha Christie,"Christie, Agatha",,0312981627,9780312981624,0,3.76,Minotaur Books,Paperback,288,2002,1958,,21/08/2016,to-read,to-read (#1012),to-read,,,,,,,0,,,,,
16356,"The Mysterious Mr. Quin (Harley Quin, #1)",Agatha Christie,"Christie, Agatha",,0007154844,9780007154845,0,3.7,Harper Collins,Paperback,396,2003,1930,,21/08/2016,to-read,to-read (#1011),to-read,,,,,,,0,,,,,
359251,Three Blind Mice and Other Stories,Agatha Christie,"Christie, Agatha",,0312979762,9780312979768,0,3.82,Minotaur Books,Mass Market Paperback,288,2001,1950,,21/08/2016,to-read,to-read (#1010),to-read,,,,,,,0,,,,,
16339,The Sittaford Mystery,Agatha Christie,"Christie, Agatha",,0007136846,9780007136841,0,3.67,HarperCollins Publishers Ltd.,Paperback,400,2002,1931,,21/08/2016,to-read,to-read (#1009),to-read,,,,,,,0,,,,,
95382,The Pale Horse,Agatha Christie,"Christie, Agatha",,0312981716,9780312981716,0,3.73,Minotaur Books,Mass Market Paperback,288,2002,1961,,21/08/2016,to-read,to-read (#1008),to-read,,,,,,,0,,,,,
16351,"Towards Zero (Superintendent Battle, #5)",Agatha Christie,"Christie, Agatha",,,9780007136803,0,3.83,HarperCollins,Paperback,301,2002,1944,,21/08/2016,to-read,to-read (#1007),to-read,,,,,,,0,,,,,
16325,Partners in Crime (Tommy and Tuppence #2),Agatha Christie,"Christie, Agatha",,0007111509,9780007111503,0,3.76,HarperCollins Publishers,Paperback,347,2001,1929,,21/08/2016,to-read,to-read (#1006),to-read,,,,,,,0,,,,,
594134,"By the Pricking of My Thumbs (Tommy and Tuppence, #4)",Agatha Christie,"Christie, Agatha",,0451200527,9780451200525,0,3.7,Signet,Paperback,212,2000,1968,,21/08/2016,to-read,to-read (#1005),to-read,,,,,,,0,,,,,
16361,"The Secret of Chimneys (Superintendent Battle, #1)",Agatha Christie,"Christie, Agatha",,0007122586,9780007122585,0,3.84,HarperCollins Publishers Ltd.,Paperback,400,2001,1925,,21/08/2016,to-read,to-read (#1004),to-read,,,,,,,0,,,,,
131374,"Murder Is Easy  (Superintendent Battle, #4)",Agatha Christie,"Christie, Agatha",,0312979827,9780312979829,0,3.74,Minotaur Books,Paperback,288,2001,1939,,21/08/2016,to-read,to-read (#1003),to-read,,,,,,,0,,,,,
140337,They Came to Baghdad,Agatha Christie,"Christie, Agatha",,0007154933,9780007154937,0,3.77,HarperCollins,Paperback,364,2003,1951,,21/08/2016,to-read,to-read (#1002),to-read,,,,,,,0,,,,,
278237,Parker Pyne Investigates,Agatha Christie,"Christie, Agatha",,0007154828,9780007154821,0,3.75,Harper Collins Publishers Ltd,Paperback,320,2003,1934,,21/08/2016,to-read,to-read (#1001),to-read,,,,,,,0,,,,,
16366,Endless Night,Agatha Christie,"Christie, Agatha",,0007151675,9780007151677,0,3.74,Harper,Paperback,303,2007,1967,,21/08/2016,to-read,to-read (#1000),to-read,,,,,,,0,,,,,
121645,Death Comes as the End,Agatha Christie,"Christie, Agatha",Steven Saylor,0312981619,9780312981617,0,3.83,St. Martin's Paperbacks,Paperback,277,2002,1944,,21/08/2016,to-read,to-read (#999),to-read,,,,,,,0,,,,,
483103,"The Seven Dials Mystery (Superintendent Battle, #2)",Agatha Christie,"Christie, Agatha",,0007122594,9780007122592,0,3.77,Harper Collins,Paperback,375,2001,1929,,21/08/2016,to-read,to-read (#998),to-read,,,,,,,0,,,,,
212622,"Sparkling Cyanide  (Colonel Race, #4)",Agatha Christie,"Christie, Agatha",,0007136854,9780007136858,0,3.83,HarperCollins,Paperback,336,2002,1945,,21/08/2016,to-read,to-read (#997),to-read,,,,,,,0,,,,,
102313,"N or M? (Tommy and Tuppence, #3)",Agatha Christie,"Christie, Agatha",,0007111452,9780007111459,0,3.73,HarperCollins,Paperback,304,2001,1941,,21/08/2016,to-read,to-read (#996),to-read,,,,,,,0,,,,,
102303,Why Didn't They Ask Evans?,Agatha Christie,"Christie, Agatha",,0312981597,9780312981594,0,3.83,Minotaur Books,Paperback,288,2002,1934,,21/08/2016,to-read,to-read (#995),to-read,,,,,,,0,,,,,
16315,Crooked House,Agatha Christie,"Christie, Agatha",,031298166X,9780312981662,0,3.96,Minotaur Books,Paperback,276,2002,1949,,21/08/2016,to-read,to-read (#994),to-read,,,,,,,0,,,,,
49596,The Secret Adversary (Tommy and Tuppence #1),Agatha Christie,"Christie, Agatha",,1600963943,9781600963940,0,3.82,Waking Lion Press,Paperback,268,2008,1922,,21/08/2016,to-read,to-read (#993),to-read,,,,,,,0,,,,,
209194,The Man in the Brown Suit,Agatha Christie,"Christie, Agatha",,0007151667,9780007151660,0,3.95,HarperCollinspublishers,Paperback,381,2002,1924,,21/08/2016,to-read,to-read (#992),to-read,,,,,,,0,,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,0312330871,9780312330873,0,4.22,St. Martin's Press,Paperback,264,2004,1939,,21/08/2016,to-read,to-read (#991),to-read,,,,,,,0,,,,,
10335790,Adjustment Team,Philip K. Dick,"Dick, Philip K.",,,,0,3.67,,Kindle Edition,43,,1954,,21/08/2016,to-read,to-read (#990),to-read,,,,,,,0,,,,,
216369,Paycheck and Other Classic Stories,Philip K. Dick,"Dick, Philip K.","Steven Owen Godersky, Roger Zelazny",0806526300,9780806526300,0,3.99,Citadel,Paperback,432,2003,1952,,21/08/2016,to-read,to-read (#989),to-read,,,,,,,0,,,,,
226477,The Zap Gun,Philip K. Dick,"Dick, Philip K.",,0375719369,9780375719363,0,3.41,Vintage,Paperback,256,2002,1967,,21/08/2016,to-read,to-read (#988),to-read,,,,,,,0,,,,,
756108,Our Friends from Frolix 8,Philip K. Dick,"Dick, Philip K.",,0375719342,9780375719349,0,3.56,Vintage,Paperback,224,2009,1970,,21/08/2016,to-read,to-read (#987),to-read,,,,,,,0,,,,,
14187,The Cosmic Puppets,Philip K. Dick,"Dick, Philip K.",,1400030056,9781400030057,0,3.44,Vintage Books USA,Paperback,150,2003,1957,,21/08/2016,to-read,to-read (#986),to-read,,,,,,,0,,,,,
22586,The Crack in Space,Philip K. Dick,"Dick, Philip K.",,1400030064,9781400030064,0,3.44,Vintage,Paperback,188,2005,1966,,21/08/2016,to-read,to-read (#985),to-read,,,,,,,0,,,,,
22582,"Lies, Inc.",Philip K. Dick,"Dick, Philip K.",,1400030080,9781400030088,0,3.2,Vintage,Paperback,202,2004,1966,,21/08/2016,to-read,to-read (#984),to-read,,,,,,,0,,,,,
226482,The Man Who Japed,Philip K. Dick,"Dick, Philip K.",,0375719350,9780375719356,0,3.56,Vintage,Paperback,168,2002,1956,,21/08/2016,to-read,to-read (#983),to-read,,,,,,,0,,,,,
10133923,The Skull,Philip K. Dick,"Dick, Philip K.",,,,0,3.67,,Kindle Edition,24,,1952,,21/08/2016,to-read,to-read (#982),to-read,,,,,,,0,,,,,
216361,The World Jones Made,Philip K. Dick,"Dick, Philip K.",,0679742190,9780679742197,0,3.62,Vintage,Paperback,199,1993,1956,,21/08/2016,to-read,to-read (#981),to-read,,,,,,,0,,,,,
6545414,"Do Androids Dream of Electric Sheep? 1 (Do Androids Dream of Electric Sheep?, #1)",Philip K. Dick,"Dick, Philip K.",Tony  Parker,1608865002,9781608865000,0,4.01,BOOM! Studios,Hardcover,144,2011,1968,,21/08/2016,to-read,to-read (#980),to-read,,,,,,,0,,,,,
92504,Solar Lottery,Philip K. Dick,"Dick, Philip K.",,0575074558,9780575074552,0,3.47,Gollancz,Paperback,188,2003,1955,,21/08/2016,to-read,to-read (#979),to-read,,,,,,,0,,,,,
14180,Selected Stories of Phillip K. Dick,Philip K. Dick,"Dick, Philip K.",,0375421513,9780375421518,0,4.21,Pantheon Books,Hardcover,496,2002,1982,,21/08/2016,to-read,to-read (#978),to-read,,,,,,,0,,,,,
400270,We Can Build You,Philip K. Dick,"Dick, Philip K.",,067975296X,9780679752967,0,3.6,Vintage,Paperback,256,1994,1972,,21/08/2016,to-read,to-read (#977),to-read,,,,,,,0,,,,,
14183,The Philip K. Dick Reader,Philip K. Dick,"Dick, Philip K.",,0806518561,9780806518565,0,4.27,Citadel,Paperback,410,2001,1997,,21/08/2016,to-read,to-read (#976),to-read,,,,,,,0,,,,,
156723,Counter-Clock World,Philip K. Dick,"Dick, Philip K.",,0375719334,9780375719332,0,3.55,Vintage,Paperback,218,2002,1967,,21/08/2016,to-read,to-read (#975),to-read,,,,,,,0,,,,,
100692,The Game-Players of Titan,Philip K. Dick,"Dick, Philip K.",,0007115881,9780007115884,0,3.62,Voyager Classics / HarperCollins,Paperback,223,2001,1963,,21/08/2016,to-read,to-read (#974),to-read,,,,,,,0,,,,,
498123,Galactic Pot-Healer,Philip K. Dick,"Dick, Philip K.",,0679752978,9780679752974,0,3.6,Random House Vintage Books,Paperback,177,1994,1969,,21/08/2016,to-read,to-read (#973),to-read,,,,,,,0,,,,,
14186,The Collected Stories of Philip K. Dick 3: Second Variety,Philip K. Dick,"Dick, Philip K.",John Brunner,0806512261,9780806512266,0,4.26,Citadel,Paperback,414,2002,1987,,21/08/2016,to-read,to-read (#972),to-read,,,,,,,0,,,,,
226486,Clans of the Alphane Moon,Philip K. Dick,"Dick, Philip K.",,0375719288,9780375719288,0,3.74,Vintage,Paperback,256,2002,1964,,21/08/2016,to-read,to-read (#971),to-read,,,,,,,0,,,,,
226460,The Simulacra,Philip K. Dick,"Dick, Philip K.",,0375719261,9780375719264,0,3.62,Random House Vintage Books,Paperback,214,2002,1964,,21/08/2016,to-read,to-read (#970),to-read,,,,,,,0,,,,,
65030,Confessions of a Crap Artist,Philip K. Dick,"Dick, Philip K.",,0679741143,9780679741145,0,3.66,Vintage,Paperback,256,1992,1975,,21/08/2016,to-read,to-read (#969),to-read,,,,,,,0,,,,,
165908,Eye in the Sky,Philip K. Dick,"Dick, Philip K.",,1400030102,9781400030101,0,3.73,Vintage,Paperback,256,2009,1957,,21/08/2016,to-read,to-read (#968),to-read,,,,,,,0,,,,,
216399,A Maze of Death,Philip K. Dick,"Dick, Philip K.",,0679752986,9780679752981,0,3.76,Vintage,Paperback,192,1994,1970,,21/08/2016,to-read,to-read (#967),to-read,,,,,,,0,,,,,
6561374,We Can Remember It for You Wholesale,Philip K. Dick,"Dick, Philip K.",,1435510143,9781435510142,0,3.93,TeknoBooks,ebook,29,2007,1966,,21/08/2016,to-read,to-read (#966),to-read,,,,,,,0,,,,,
226475,Radio Free Albemuth,Philip K. Dick,"Dick, Philip K.",,0679781374,9780679781370,0,3.8,Vintage,Paperback,214,1998,1962,,21/08/2016,to-read,to-read (#965),to-read,,,,,,,0,,,,,
216378,Now Wait for Last Year,Philip K. Dick,"Dick, Philip K.",,0679742204,9780679742203,0,3.89,Vintage,Paperback,230,1993,1966,,21/08/2016,to-read,to-read (#964),to-read,,,,,,,0,,,,,
41064,The Penultimate Truth,Philip K. Dick,"Dick, Philip K.",,0575074817,9780575074811,0,3.76,Gollancz,Paperback,191,2005,1964,,21/08/2016,to-read,to-read (#963),to-read,,,,,,,0,,,,,
636108,Dr. Bloodmoney,Philip K. Dick,"Dick, Philip K.",,0375719296,9780375719295,0,3.69,Vintage,Paperback,298,2002,1965,,21/08/2016,to-read,to-read (#962),to-read,,,,,,,0,,,,,
106585,The Transmigration of Timothy Archer,Philip K. Dick,"Dick, Philip K.",,0679734449,9780679734444,0,3.87,Vintage/Random House (NY),Paperback,255,2004,1982,,21/08/2016,to-read,to-read (#961),to-read,,,,,,,0,,,,,
216398,The Divine Invasion,Philip K. Dick,"Dick, Philip K.",,0679734457,9780679734451,0,3.81,Vintage,Paperback,238,1991,1981,,21/08/2016,to-read,to-read (#960),to-read,,,,,,,0,,,,,
698034,Time Out of Joint,Philip K. Dick,"Dick, Philip K.",,037571927X,9780375719271,0,3.82,Vintage,Paperback,255,2002,1959,,21/08/2016,to-read,to-read (#959),to-read,,,,,,,0,,,,,
697251,Martian Time-Slip,Philip K. Dick,"Dick, Philip K.",,0679761675,9780679761679,0,3.77,Vintage,Paperback,262,1995,1964,,21/08/2016,to-read,to-read (#958),to-read,,,,,,,0,,,,,
581125,The Minority Report,Philip K. Dick,"Dick, Philip K.",,0375421874,9780375421877,0,3.82,Pantheon Books,Hardcover,103,2002,1956,,21/08/2016,to-read,to-read (#957),to-read,,,,,,,0,,,,,
216377,"VALIS (VALIS Trilogy, #1)",Philip K. Dick,"Dick, Philip K.",,0679734465,9780679734468,0,3.95,Vintage Books,Paperback,242,2004,1981,,21/08/2016,to-read,to-read (#956),to-read,,,,,,,0,,,,,
14185,The Three Stigmata of Palmer Eldritch,Philip K. Dick,"Dick, Philip K.",,1407247425,9781407247427,0,4.01,Gollancz,Paperback,231,2010,1965,,21/08/2016,to-read,to-read (#955),to-read,,,,,,,0,,,,,
