Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
96428,"Prisoners of the Sun (Tintin, #14)",Hergé,"Hergé, Hergé",,140520625X,9781405206259,0,4.2,,Paperback,62,,1946,,21/07/2016,comics,comics (#22),read,,,,,,,0,,,,,
146104,"The Seven Crystal Balls (Tintin, #13)",Hergé,"Hergé, Hergé",,0828850712,9780828850711,0,4.17,,Paperback,63,1979,1948,,21/07/2016,comics,comics (#21),read,,,,,,,0,,,,,
146109,"Red Rackham's Treasure (Tintin, #12)",Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael Turner",1405206233,9781405206235,0,4.24,Egmont,Paperback,62,2012,1943,,21/07/2016,comics,comics (#20),read,,,,,,,0,,,,,
179174,"The Secret of the Unicorn (Tintin, #11)",Hergé,"Hergé, Hergé",,0316358320,9780316358323,0,4.25,"Little, Brown Books for Young Readers",Paperback,62,1974,1943,,21/07/2016,comics,comics (#19),read,,,,,,,0,,,,,
146107,"The Shooting Star (Tintin, #10)",Hergé,"Hergé, Hergé",,1405206217,9781405206211,0,3.87,Egmont UK Limited,Paperback,62,2002,1942,,21/07/2016,comics,comics (#18),read,,,,,,,0,,,,,
165555,"The Crab With the Golden Claws (Tintin, #9)",Hergé,"Hergé, Hergé",,1405206209,9781405206204,0,4.04,,,63,,1941,,21/07/2016,comics,comics (#17),read,,,,,,,0,,,,,
146108,"King Ottokar’s Sceptre (Tintin, #8)",Hergé,"Hergé, Hergé",,0416605109,,0,3.98,,,62,,1939,,21/07/2016,comics,comics (#16),read,,,,,,,0,,,,,
191960,"The Black Island (Tintin, #7)",Hergé,"Hergé, Hergé",,1405206187,9781405206181,0,3.97,Egmont Childrens Books,Paperback,62,2007,1937,,21/07/2016,comics,comics (#15),read,,,,,,,0,,,,,
1169556,"The Broken Ear (Tintin, #6)",Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael Turner",0316358509,9780316358507,0,3.86,"Little, Brown and Co.",Paperback,62,1978,1937,,21/07/2016,comics,comics (#14),read,,,,,,,0,,,,,
89321,"Le Lotus bleu (Tintin, #5)",Hergé,"Hergé, Hergé",,2203001046,9782203001046,0,4.03,Casterman,Hardcover,62,1999,1935,,21/07/2016,comics,comics (#13),read,,,,,,,0,,,,,
146122,"Cigars of the Pharaoh (Tintin, #4)",Hergé,"Hergé, Hergé",,,,0,4.04,,ebook,63,,1934,,21/07/2016,comics,comics (#12),read,,,,,,,0,,,,,
790192,"Tintin in America (Tintin, #3 )",Hergé,"Hergé, Hergé",,0316358525,9780316358521,0,3.75,"Little, Brown and Co.",Paperback,62,1979,1932,,21/07/2016,comics,comics (#11),read,,,,,,,0,,,,,
95198,"Tintin au Congo (Tintin, #2)",Hergé,"Hergé, Hergé",,2203001011,9782203001015,0,3.25,Casterman,Hardcover,61,1999,1930,,21/07/2016,comics,comics (#10),read,,,,,,,0,,,,,
87424,Tintin in the Land of the Soviets (Tintin #1),Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael Turner",0867199032,9780867199031,0,3.69,Last Gasp,Hardcover,120,2003,1930,,21/07/2016,comics,comics (#9),read,,,,,,,0,,,,,
1111617,"Ghost in the Shell 1.5: Human-error Processor (Ghost in the Shell, #1.5)",Masamune Shirow,"Shirow, Masamune",,1593078153,9781593078157,0,3.92,Dark Horse Manga,Paperback,117,2007,1991,,21/07/2016,manga,manga (#1),read,,,,,,,0,,,,,
35873,"Ghost in the Shell 2: Man-machine Interface (Ghost in the Shell, #2)",Masamune Shirow,"Shirow, Masamune",,159307204X,9781593072049,0,3.74,"Dark Horse Comics,U.S.",Paperback,312,2005,1997,,21/07/2016,manga,manga (#2),read,,,,,,,0,,,,,
35870,"Ghost in the Shell (Ghost in the Shell, #1)",Masamune Shirow,"Shirow, Masamune",,1593072287,9781593072285,0,4.23,Dark Horse Comics,Paperback,350,2006,1991,,21/07/2016,manga,manga (#3),read,,,,,,,0,,,,,
21532236,Leaves on the Wind (Serenity #4),Zack Whedon,"Whedon, Zack","Fábio Moon, Dan Dos Santos, Georges Jeanty",1616554894,9781616554897,0,4.25,Dark Horse Books,Hardcover,152,2014,2014,01/01/2016,21/07/2016,comics,comics (#8),read,,,,,,,0,,,,,
9776380,"Serenity: Float Out (Serenity, #2.4)",Patton Oswalt,"Oswalt, Patton",Patric Reynolds,,,0,4.2,Dark Horse Comics,,40,2010,2010,01/01/2016,21/07/2016,comics,comics (#7),read,,,,,,,0,,,,,
13624757,"Downtime (Serenity, #2.3)",Zack Whedon,"Whedon, Zack",,,,0,3.85,Dark Horse Comics,ebook,9,2010,2010,01/01/2016,21/07/2016,comics,comics (#6),read,,,,,,,0,,,,,
11381977,"The Other Half (Serenity, #2.2)",Jim Krueger,"Krueger, Jim",Will Conrad,,,0,3.77,Dark Horse Comics,ebook,8,2010,2010,01/01/2016,21/07/2016,comics,comics (#5),read,,,,,,,0,,,,,
11279472,"Better Days and Other Stories (Serenity, #2)",Joss Whedon,"Whedon, Joss","Zack Whedon, Will Conrad, Dave Stewart, Michelle Madsen, Julius Ohta, Patton Oswalt",1595827390,9781595827395,0,4.21,Dark Horse,Hardcover,126,2011,,01/01/2016,21/07/2016,comics,comics (#4),read,,,,,,,0,,,,,
3186100,"Better Days (Serenity, #2.1)",Joss Whedon,"Whedon, Joss","Brett Matthews, Will Conrad",1595821627,9781595821621,0,4.05,Dark Horse Books,Paperback,128,2008,2008,01/01/2016,21/07/2016,comics,comics (#3),read,,,,,,,0,,,,,
8596384,"The Shepherd's Tale (Serenity, #3)",Joss Whedon,"Whedon, Joss","Chris Samnee, Dave Stewart, Steve Morris, Zack Whedon",1595825614,9781595825612,0,4.1,Dark Horse Comics,Hardcover,56,2010,2010,,21/07/2016,comics,comics (#2),read,,,,,,,0,,,,,
133765,"Those Left Behind (Serenity, #1)",Joss Whedon,"Whedon, Joss","Brett Matthews, Will Conrad",1593074492,9781593074494,5,4.03,Dark Horse Books,Paperback,96,2006,2006,01/01/2016,21/07/2016,comics,comics (#1),read,,,,,,,0,,,,,
23308241,The Punjab Story,Amarjit Kaur,"Kaur, Amarjit","Jagjit Singh Aurora, Khushwant Singh, MV Kamanth, Shekhar Gupta, Subhash Kirpekar, Sunil Sethi, Tavleen Singh",,,0,3.79,Roli Books,Kindle Edition,217,2012,2012,,21/07/2016,to-read,to-read (#514),to-read,,,,,,,0,,,,,
29896758,Political and Incorrect,Tavleen Singh,"Singh, Tavleen",,9351362582,9789351362586,0,0,Harpercollins,Paperback,328,2014,,,21/07/2016,to-read,to-read (#513),to-read,,,,,,,0,,,,,
3700328,Lollipop Street: Why India Will Survive Its Politicians,Tavleen Singh,"Singh, Tavleen",,0670888389,9780670888382,0,3.33,Viking Books,Unknown Binding,336,1999,1999,,21/07/2016,to-read,to-read (#512),to-read,,,,,,,0,,,,,
5913821,Political And Incorrect,Tavleen Singh,"Singh, Tavleen",,8172236034,9788172236038,0,3.6,HarperCollins India,Hardcover,328,2007,2007,,21/07/2016,to-read,to-read (#511),to-read,,,,,,,0,,,,,
9129684,Kashmir: A Tragedy of Errors,Tavleen Singh,"Singh, Tavleen",,0670865591,9780670865598,0,3.7,Viking Books,Hardcover,253,,,,21/07/2016,to-read,to-read (#510),to-read,,,,,,,0,,,,,
29894658,India's Broken Tryst,Tavleen Singh,"Singh, Tavleen",,,,0,3.76,HarperCollins,Kindle Edition,342,2016,,,21/07/2016,"to-read, favorites","to-read (#509), favorites (#11)",to-read,,,,,,,0,,,,,
16171669,Durbar,Tavleen Singh,"Singh, Tavleen",,9350094444,9789350094440,0,3.9,Hachette,Hardcover,324,2012,2012,,21/07/2016,to-read,to-read (#508),to-read,,,,,,,0,,,,,
299643,"The Art of Computer Programming, Volume 1, Fascicle 1: MMIX -- A RISC Computer for the New Millennium",Donald Ervin Knuth,"Knuth, Donald Ervin",,0201853922,9780201853926,0,4.13,Addison-Wesley Professional,Paperback,134,2005,2005,,21/07/2016,to-read,to-read (#507),to-read,,,,,,,0,,,,,
112242,"The Art of Computer Programming, Volume 4, Fascicle 4: Generating All Trees--History of Combinatorial Generation",Donald Ervin Knuth,"Knuth, Donald Ervin",,0321335708,9780321335708,0,4.54,Addison-Wesley Professional,Paperback,120,2006,2006,,21/07/2016,to-read,to-read (#506),to-read,,,,,,,0,,,,,
112241,"The Art of Computer Programming, Volume 4, Fascicle 3: Generating All Combinations and Partitions",Donald Ervin Knuth,"Knuth, Donald Ervin",,0201853949,9780201853940,0,4.5,Addison-Wesley Professional,Paperback,160,2005,2005,,21/07/2016,to-read,to-read (#505),to-read,,,,,,,0,,,,,
112244,"The Art of Computer Programming, Volume 4, Fascicle 2: Generating All Tuples and Permutations",Donald Ervin Knuth,"Knuth, Donald Ervin",,0201853930,9780201853933,0,4.74,Addison-Wesley Professional,Paperback,127,2005,2005,,21/07/2016,to-read,to-read (#504),to-read,,,,,,,0,,,,,
5763937,"The Art of Computer Programming, Volume 4, Fascicle 1: Bitwise Tricks & Techniques; Binary Decision Diagrams",Donald Ervin Knuth,"Knuth, Donald Ervin",,0321580508,9780321580504,0,4.8,Addison-Wesley Professional,Paperback,260,2009,2009,,21/07/2016,to-read,to-read (#503),to-read,,,,,,,0,,,,,
2465495,"The Art of Computer Programming, Volume 4, Fascicle 0: Introduction to Combinatorial Algorithms and Boolean Functions",Donald Ervin Knuth,"Knuth, Donald Ervin",,0321534964,9780321534965,0,4.52,Addison-Wesley Professional,Paperback,216,2008,2008,,21/07/2016,to-read,to-read (#502),to-read,,,,,,,0,,,,,
484459,Things a Computer Scientist Rarely Talks About,Donald Ervin Knuth,"Knuth, Donald Ervin",,157586326X,9781575863269,0,4.01,Center for the Study of Language and Inf,Paperback,257,2003,2001,,21/07/2016,to-read,to-read (#501),to-read,,,,,,,0,,,,,
484458,Surreal Numbers,Donald Ervin Knuth,"Knuth, Donald Ervin",,0201038129,9780201038125,0,3.71,Addison-Wesley Professional,Paperback,128,1974,1974,,21/07/2016,to-read,to-read (#500),to-read,,,,,,,0,,,,,
363999,The Art of Computer Programming: Volume 3: Sorting and Searching,Donald Ervin Knuth,"Knuth, Donald Ervin",,0201896850,0785342896855,0,4.34,Addison-Wesley Professional,Hardcover,800,1998,1973,,21/07/2016,to-read,to-read (#499),to-read,,,,,,,0,,,,,
112246,"The Art of Computer Programming, Volume 2: Seminumerical Algorithms",Donald Ervin Knuth,"Knuth, Donald Ervin",,0201896842,9780201896848,0,4.39,Addison-Wesley Professional,Hardcover,784,1997,1969,,21/07/2016,to-read,to-read (#498),to-read,,,,,,,0,,,,,
112247,"The Art of Computer Programming, Volume 1: Fundamental Algorithms",Donald Ervin Knuth,"Knuth, Donald Ervin",,0201896834,9780201896831,0,4.33,Addison-Wesley,Hardcover,672,1997,1973,,21/07/2016,"to-read, textbook","to-read (#497), textbook (#1)",to-read,,,,,,,0,,,,,
25728143,The Emergency: A Personal History,Coomi Kapoor,"Kapoor, Coomi",,,,0,3.91,Viking,Kindle Edition,350,2015,2015,,21/07/2016,to-read,to-read (#496),to-read,,,,,,,0,,,,,
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,0141000511,9780141000510,0,4.17,Penguin Books,Paperback,464,2001,1984,01/01/2016,21/07/2016,,,read,,,,,,,0,,,,,
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,0316491977,9780316491976,0,4.09,Back Bay Books,Paperback,320,2000,1981,,21/07/2016,to-read,to-read (#495),to-read,,,,,,,0,,,,,
281818,Where Wizards Stay Up Late: The Origins of the Internet,Katie  Hafner,"Hafner, Katie",Matthew Lyon,0684832674,9780684832678,0,3.94,Simon & Schuster,Paperback,304,1998,1996,,21/07/2016,to-read,to-read (#494),to-read,,,,,,,0,,,,,
32475,"Dreaming in Code: Two Dozen Programmers, Three Years, 4,732 Bugs, and One Quest for Transcendent Software",Scott Rosenberg,"Rosenberg, Scott",,1400082463,9781400082469,0,3.67,"Crown Publishing, NY",Hardcover,400,2007,2007,,21/07/2016,to-read,to-read (#493),to-read,,,,,,,0,,,,,
160171,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,"Torvalds, Linus",David Diamond,0066620732,9780066620732,0,3.9,HarperBusiness,Paperback,288,2002,2001,,21/07/2016,to-read,to-read (#492),to-read,,,,,,,0,,,,,
1427580,Fire in the Valley: The Making of the Personal Computer,Paul Freiberger,"Freiberger, Paul",Michael Swaine,0071358927,9780071358927,0,4.13,McGraw-Hill,Paperback,463,1999,1984,,21/07/2016,to-read,to-read (#491),to-read,,,,,,,0,,,,,
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0061234001,9780061234002,0,3.92,William Morrow,Hardcover,320,2006,2005,01/01/2016,21/07/2016,,,read,,,,,,,0,,,,,
6314763,Orange Is the New Black,Piper Kerman,"Kerman, Piper",,0385523386,9780385523387,0,3.69,Spiegel & Grau,Hardcover,298,2010,2010,,21/07/2016,to-read,to-read (#490),to-read,,,,,,,0,,,,,
18280703,"Hero (The Secret, #4)",Rhonda Byrne,"Byrne, Rhonda",,147675859X,9781476758596,0,4.05,Atria Books,Paperback,245,2013,2013,,21/07/2016,to-read,to-read (#489),to-read,,,,,,,0,,,,,
13237327,"The Magic (The Secret, #3)",Rhonda Byrne,"Byrne, Rhonda",,1451673442,9781451673449,0,4.14,Atria,Paperback,272,2012,2012,,21/07/2016,to-read,to-read (#488),to-read,,,,,,,0,,,,,
8579016,"The Power (The Secret, #2)",Rhonda Byrne,"Byrne, Rhonda",,1439181780,9781439181782,0,4.08,Atria Books,Hardcover,272,2010,2009,,21/07/2016,to-read,to-read (#487),to-read,,,,,,,0,,,,,
52529,"The Secret (The Secret, #1)",Rhonda Byrne,"Byrne, Rhonda",,1582701709,9781582701707,0,3.6,Atria Books,Hardcover,184,2006,2006,,21/07/2016,to-read,to-read (#486),to-read,,,,,,,0,,,,,
99944,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana","Simon Brodbeck, Juan Mascaró",0140449183,9780140449181,5,4.09,Penguin Classics,Paperback,160,2003,-500,,21/07/2016,,,read,,,,,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,0770430074,9780770430078,0,3.87,Seal Books,Paperback,460,2006,2001,,21/07/2016,to-read,to-read (#485),to-read,,,,,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,0316010669,9780316010665,0,3.87,Back Bay Books,Paperback,296,2007,2005,,21/07/2016,to-read,to-read (#484),to-read,,,,,,,0,,,,,
11414381,The Energy Explosion,Robin S. Sharma,"Sharma, Robin S.",,0973275383,9780973275384,0,4.12,"Sharma Leadership International, Inc",Audio CD,,2006,2006,,21/07/2016,to-read,to-read (#483),to-read,,,,,,,0,,,,,
289035,The Cure for Fear,Robin S. Sharma,"Sharma, Robin S.",,0973275375,9780973275377,0,4.12,"Sharma Leadership International, Inc",Audio CD,,2006,2006,,21/07/2016,to-read,to-read (#482),to-read,,,,,,,0,,,,,
5301115,A Simple Formula for Extraordinary Relationships,Robin S. Sharma,"Sharma, Robin S.",,0973275367,9780973275360,0,4.55,"Sharma Leadership International, Inc",Audio CD,,2006,2006,,21/07/2016,to-read,to-read (#481),to-read,,,,,,,0,,,,,
8474505,Timeless Wisdom,Robin S. Sharma,"Sharma, Robin S.",,,,0,3.45,,,,,,,21/07/2016,to-read,to-read (#480),to-read,,,,,,,0,,,,,
11126814,How to Craft a World Class Life,Robin S. Sharma,"Sharma, Robin S.",,,,0,4.04,Audible.com,Audiobook,,2007,2006,,21/07/2016,to-read,to-read (#479),to-read,,,,,,,0,,,,,
7043674,"Manage Your Time, Master Your Life",Robin S. Sharma,"Sharma, Robin S.",,0973275359,9780973275353,0,4.21,"Sharma Leadership International, Inc",Audio CD,,2006,2006,,21/07/2016,to-read,to-read (#478),to-read,,,,,,,0,,,,,
21142563,Be Extraordinary: The Greatness Guide Book Two: 101 More Insights to Get You to World Class: Bk. 2,Robin S. Sharma,"Sharma, Robin S.",,,,0,3.98,Harper Element,Kindle Edition,224,2012,2012,,21/07/2016,to-read,to-read (#477),to-read,,,,,,,0,,,,,
16079300,Top 200 Secrets of Success,Robin S. Sharma,"Sharma, Robin S.",,,,0,4.02,,,100,,,,21/07/2016,to-read,to-read (#476),to-read,,,,,,,0,,,,,
924052,The Greatness Guide: One of the World's Top Success Coaches Shares His Secrets for Personal and Business Mastery,Robin S. Sharma,"Sharma, Robin S.",,0007242875,9780007242870,0,4.11,Harper Element,Paperback,272,2006,2006,,21/07/2016,to-read,to-read (#475),to-read,,,,,,,0,,,,,
13646900,Little Black Book for Stunning Success,Robin S. Sharma,"Sharma, Robin S.",,,,0,4.26,,ebook,51,,,,21/07/2016,to-read,to-read (#474),to-read,,,,,,,0,,,,,
25104485,The Mastery Manual,Robin S. Sharma,"Sharma, Robin S.",,8184954085,9788184954081,0,3.93,Jaico Publishing House,Paperback,200,2015,2015,,21/07/2016,to-read,to-read (#473),to-read,,,,,,,0,,,,,
19030837,Life Lessons from the Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,,9780007497355,0,4.19,HarperCollins,Kindle Edition,256,2013,1999,,21/07/2016,to-read,to-read (#472),to-read,,,,,,,0,,,,,
5301116,Extraordinary Leadership,Robin S. Sharma,"Sharma, Robin S.",,0973275391,9780973275391,0,3.73,"Sharma Leadership International, Inc",Audio CD,,2006,2006,,21/07/2016,to-read,to-read (#471),to-read,,,,,,,0,,,,,
13514148,The Greatness Guide: 101 Lessons for Making What's Good at Work and in Life Even Better,Robin S. Sharma,"Sharma, Robin S.",,,,0,4.12,,,,,2007,,21/07/2016,to-read,to-read (#470),to-read,,,,,,,0,,,,,
1016324,Daily Inspiration from The Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,0002007312,9780002007313,0,3.96,,,406,,2007,,21/07/2016,to-read,to-read (#469),to-read,,,,,,,0,,,,,
289032,Family Wisdom from the Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,1401900143,9781401900144,0,3.88,Hay House,Paperback,224,2003,2000,,21/07/2016,to-read,to-read (#468),to-read,,,,,,,0,,,,,
289034,"Megaliving!: 30 Days to a Perfect Life - The Ultimate Action Plan for Total Mastery of Your Mind, Body and Character",Robin S. Sharma,"Sharma, Robin S.",,0969822502,9780969822509,0,3.91,"Haunsla Corporation,The,Canada",Paperback,173,1995,1995,,21/07/2016,to-read,to-read (#467),to-read,,,,,,,0,,,,,
890963,Leadership Wisdom from the Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,1401900135,9781401900137,0,3.94,Hay House,Paperback,272,2003,1998,,21/07/2016,to-read,to-read (#466),to-read,,,,,,,0,,,,,
43880,Discover Your Destiny With The Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,0007195710,9780007195718,0,3.85,HarperCollins Publishers,Paperback,,2005,2004,,21/07/2016,to-read,to-read (#465),to-read,,,,,,,0,,,,,
289030,"The Saint, the Surfer, and the CEO: A Remarkable Story about Living Your Heart's Desires",Robin S. Sharma,"Sharma, Robin S.",,1401900593,9781401900595,0,3.99,Hay House,Paperback,240,2003,2002,,21/07/2016,to-read,to-read (#464),to-read,,,,,,,0,,,,,
10695150,The Secret Letters of the Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,0007321112,9780007321117,0,3.95,Harper Element,Paperback,223,2011,2011,,21/07/2016,to-read,to-read (#463),to-read,,,,,,,0,,,,,
289028,The Greatness Guide: Powerful Secrets for Getting to World Class,Robin S. Sharma,"Sharma, Robin S.",,0061229881,9780061229886,0,4.03,HarperBusiness,Hardcover,240,2006,2006,,21/07/2016,to-read,to-read (#462),to-read,,,,,,,0,,,,,
6881578,The Leader Who Had No Title: A Modern Fable on Real Success in Business and in Life,Robin S. Sharma,"Sharma, Robin S.",,1439109125,9781439109120,0,3.93,Free Press,Hardcover,203,2010,2010,,21/07/2016,to-read,to-read (#461),to-read,,,,,,,0,,,,,
289029,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,1401900127,9781401900120,0,3.91,Hay House,Paperback,224,2002,1999,,21/07/2016,to-read,to-read (#460),to-read,,,,,,,0,,,,,
43877,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,"Sharma, Robin S.",,0062515675,9780062515674,0,3.76,HarperOne,Paperback,208,1999,1996,,21/07/2016,to-read,to-read (#459),to-read,,,,,,,0,,,,,
7518598,Manto: Selected Stories,Saadat Hasan Manto,"Manto, Saadat Hasan",Aatish Taseer,8184000499,9788184000498,0,4.1,Random House,Hardcover,130,,2003,,20/07/2016,to-read,to-read (#458),to-read,,,,,,,0,,,,,
28374610,Stranger to History,Aatish Taseer,"Taseer, Aatish",,0330511157,9780330511155,5,3.65,Picador,Hardcover,320,2009,2007,01/01/2016,20/07/2016,,,read,,,,,,,0,,,,,
11551259,Noon,Aatish Taseer,"Taseer, Aatish",,0330540416,9780330540414,0,2.89,Picador,Paperback,298,2011,2011,,20/07/2016,to-read,to-read (#457),to-read,,,,,,,0,,,,,
7478803,The Temple-Goers,Aatish Taseer,"Taseer, Aatish",,0670918504,9780670918508,0,2.81,Viking,Paperback,304,2010,2010,,20/07/2016,to-read,to-read (#456),to-read,,,,,,,0,,,,,
23075717,The Way Things Were,Aatish Taseer,"Taseer, Aatish",,1447272722,9781447272724,0,3.63,Picador,Paperback,560,2015,2014,,20/07/2016,to-read,to-read (#455),to-read,,,,,,,0,,,,,
678699,Raj: The Making and Unmaking of British India,Lawrence James,"James, Lawrence",,0312263821,9780312263829,0,3.77,St. Martin's Griffin,Paperback,722,2000,1997,,20/07/2016,to-read,to-read (#454),to-read,,,,,,,0,,,,,
13623874,Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,"Bar-Zohar, Michael",Nissim Mishal,0062123408,9780062123404,5,4.06,Ecco,Hardcover,388,2012,2012,01/01/2016,20/07/2016,,,read,,,,,,,0,,,,,
96255,The Autobiography of an Unknown Indian,Nirad C. Chaudhuri,"Chaudhuri, Nirad C.",Ian Jack,094032282X,9780940322820,0,3.84,NYRB Classics,Paperback,560,2001,1951,,20/07/2016,to-read,to-read (#453),to-read,,,,,,,0,,,,,
290376,Indira: The Life of Indira Nehru Gandhi,Katherine Frank,"Frank, Katherine",,039573097X,9780395730973,0,3.92,Houghton Mifflin Harcourt,Hardcover,592,2002,2001,,20/07/2016,to-read,to-read (#452),to-read,,,,,,,0,,,,,
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,192076920X,9781920769208,0,4.25,Scribe,Paperback,936,2004,2003,,20/07/2016,to-read,to-read (#451),to-read,,,,,,,0,,,,,
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,0679457313,9780679457312,0,3.9,Random House,Hardcover,340,1997,1997,,20/07/2016,to-read,to-read (#450),to-read,,,,,,,0,,,,,
7140754,Solar,Ian McEwan,"McEwan, Ian",,0385533411,9780385533416,0,3.22,Random House,Hardcover,287,2010,2010,,20/07/2016,to-read,to-read (#449),to-read,,,,,,,0,,,,,
21981650,The Original Folk and Fairy Tales of the Brothers Grimm,Jacob Grimm,"Grimm, Jacob","Wilhelm Grimm, Andrea Dezso, Jack D. Zipes",0691160597,9780691160597,0,4.28,Princeton University Press,Hardcover,519,2014,1815,,20/07/2016,to-read,to-read (#448),to-read,,,,,,,0,,,,,
576335,"Chitty Chitty Bang Bang (Chitty Chitty Bang Bang, #1)",Ian Fleming,"Fleming, Ian",Brian Selznick,0375832831,9780375832833,0,3.99,Random House Books for Young Readers,Paperback,160,2005,1964,,20/07/2016,to-read,to-read (#447),to-read,,,,,,,0,,,,,
25735012,"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,0316349933,9780316349932,0,4.2,Mulholland Books,Hardcover,492,2015,2015,,20/07/2016,to-read,to-read (#446),to-read,,,,,,,0,,,,,
18214414,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,0316206873,9780316206877,0,4.02,Mulholland Books,Hardcover,455,2014,2014,,20/07/2016,to-read,to-read (#445),to-read,,,,,,,0,,,,,
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,0316206849,9780316206846,0,3.82,"Mulholland Books / Little, Brown and Company",Hardcover,455,2013,2013,,20/07/2016,to-read,to-read (#444),to-read,,,,,,,0,,,,,
30597,The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor",Walter J. Cobb,0451527887,9780451527882,0,3.96,Signet Classics,Paperback,510,2001,1831,,20/07/2016,to-read,to-read (#443),to-read,,,,,,,0,,,,,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Lee Fahnestock, Norman MacAfee",0451525264,9780451525260,0,4.13,Signet Classics,Mass Market Paperback,1463,1987,1862,,20/07/2016,to-read,to-read (#442),to-read,,,,,,,0,,,,,
29056090,Harry Potter and the Cursed Child (Harry Potter #8),J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany",1781107041,9781781107041,1,3.85,Pottermore,ebook,266,2016,2016,31/07/2016,20/07/2016,,,read,I am highly disappointed. The story was like a really bad fanfic. Plot felt like the movie Primer. Time travel is really a bad plot device. Character development was horrible. Seriously I expected much better. Even though JKR did not write this. She supervised it. I have no idea how she approved this. I can not consider this canon in my head. There is a lot of fanfic out there which has better storylines and character development.  ,,,,,,0,,,,,
8933944,"Harry Potter: The Prequel (Harry Potter, #0.5)",J.K. Rowling,"Rowling, J.K.",,1156923441,9781156923443,0,4.25,Books LLC,ebook,3,2008,2008,01/01/2016,20/07/2016,,,read,,,,,,,0,,,,,
23731881,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,J.K. Rowling,"Rowling, J.K.",Joel Holland,0316369152,9780316369152,0,4.24,"Little, Brown and Company",Hardcover,80,2015,2015,,20/07/2016,to-read,to-read (#441),to-read,,,,,,,0,,,,,
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,0316228532,9780316228534,0,3.27,"Little, Brown and Company",Hardcover,503,2012,2012,,20/07/2016,to-read,to-read (#440),to-read,,,,,,,0,,,,,
393199,Down and Out in Paris and London,George Orwell,"Orwell, George",,015626224X,9780156262248,0,4.09,Mariner Books,Paperback,213,1972,1933,,20/07/2016,to-read,to-read (#439),to-read,,,,,,,0,,,,,
9646,Homage to Catalonia,George Orwell,"Orwell, George",Lionel Trilling,0156421178,9780156421171,0,4.14,"Harcourt, Inc.(Harvest Book)",Paperback,232,1980,1938,,20/07/2016,to-read,to-read (#438),to-read,,,,,,,0,,,,,
30553,The Road to Wigan Pier,George Orwell,"Orwell, George",,0141185295,9780141185293,0,3.86,Penguin Classics,Paperback,240,2001,1937,,20/07/2016,to-read,to-read (#437),to-read,,,,,,,0,,,,,
30557,Shooting an Elephant,George Orwell,"Orwell, George",,0141187395,9780141187396,0,4.1,Penguin,Paperback,368,2003,1950,,20/07/2016,to-read,to-read (#436),to-read,,,,,,,0,,,,,
